Row_ID,TP_entities,FP_entities,FN_entities,TP_rel,FP_rel,FN_rel,TP_entity_pairs,FP_entity_pairs,FN_entity_pairs,TP_relation_pairs,FP_relation_pairs,FN_relation_pairs
429,1,3,5,0,3,11,"('car', 'means_of_transportation')","('angel antonio perez', 'person'); ('defendant-appellant', 'person'); ('la redo, texas', 'location')","('checkpoint', 'location'); ('laredo, texas', 'location'); ('law enforcement', 'person'); ('passengers', 'person'); ('perez', 'person')",,"('angel antonio perez', 'car'); ('angel antonio perez', 'defendant-appellant'); ('angel antonio perez', 'la redo, texas')","('car', 'checkpoint'); ('car', 'laredo, texas'); ('car', 'law enforcement'); ('car', 'passengers'); ('car', 'perez'); ('checkpoint', 'laredo, texas'); ('checkpoint', 'law enforcement'); ('checkpoint', 'perez'); ('laredo, texas', 'perez'); ('law enforcement', 'perez'); ('passengers', 'perez')"
430,1,1,2,0,1,3,"('perez', 'person')","('three passengers', 'person')","('passengers', 'person'); ('united states', 'location')",,"('perez', 'three passengers')","('passengers', 'perez'); ('passengers', 'united states'); ('perez', 'united states')"
431,1,1,3,1,0,4,"('perez', 'person')","('alien smuggling operation', 'smuggled_items')","('alien smuggling operation', 'organization'); ('individual', 'person'); ('law enforcement', 'person')","('alien smuggling operation', 'perez')",,"('alien smuggling operation', 'individual'); ('individual', 'law enforcement'); ('individual', 'perez'); ('law enforcement', 'perez')"
432,1,0,1,0,1,1,"('blue nissan maxima', 'means_of_transportation')",,"('agents', 'person')",,"('agent', 'blue nissan maxima')","('agents', 'blue nissan maxima')"
433,2,1,1,1,2,2,"('juan carlos de la cruz-calamino', 'person'); ('leonor garcia', 'person')","('defendant soto', 'person')","('soto', 'person')","('juan carlos de la cruz-calamino', 'leonor garcia')","('defendant soto', 'juan carlos de la cruz-calamino'); ('defendant soto', 'leonor garcia')","('juan carlos de la cruz-calamino', 'soto'); ('leonor garcia', 'soto')"
434,0,0,1,0,0,0,,,"('NISSAN', 'MEANS_OF_TRANSPORTATION')",,,
435,0,0,1,0,0,0,,,"('DELACRUZ', 'PERSON')",,,
436,1,1,0,0,1,0,"('delacruz', 'person')","('undocumented alien', 'person')",,,"('delacruz', 'undocumented alien')",
437,4,1,2,2,3,7,"('aliens', 'person'); ('cotulla, texas', 'location'); ('i-35', 'routes'); ('soto', 'person')","('illegal drugs', 'smuggled_items')","('illicit drugs', 'smuggled_items'); ('vehicle', 'means_of_transportation')","('aliens', 'i-35'); ('cotulla, texas', 'i-35')","('aliens', 'soto'); ('i-35', 'illegal drugs'); ('illegal drugs', 'soto')","('aliens', 'illicit drugs'); ('cotulla, texas', 'soto'); ('cotulla, texas', 'vehicle'); ('i-35', 'illicit drugs'); ('i-35', 'soto'); ('i-35', 'vehicle'); ('soto', 'vehicle')"
438,2,8,3,0,0,9,"('border patrol agents', 'person'); ('delacruz', 'person')","('delacruz', 'border patrol agents'); ('delacruz', 'delacruz'); ('delacruz', 'illegal alien trafficking'); ('delacruz', 'minutes'); ('delacruz', 'northbound vehicle'); ('delacruz', 'route'); ('delacruz', 'sixty miles'); ('route', 'illegal alien trafficking')","('border', 'location'); ('route', 'routes'); ('vehicle', 'means_of_transportation')",,,"('border', 'delacruz'); ('border', 'route'); ('border', 'vehicle'); ('border patrol agents', 'delacruz'); ('border patrol agents', 'route'); ('border patrol agents', 'vehicle'); ('delacruz', 'route'); ('delacruz', 'vehicle'); ('route', 'vehicle')"
439,3,0,2,3,0,6,"('black dodge truck', 'means_of_transportation'); ('farm-to-market road 2050', 'routes'); ('white malibu sedan', 'means_of_transportation')",,"('border patrol station', 'location'); ('u.s. 59', 'routes')","('black dodge truck', 'farm-to-market road 2050'); ('black dodge truck', 'white malibu sedan'); ('farm-to-market road 2050', 'white malibu sedan')",,"('black dodge truck', 'border patrol station'); ('black dodge truck', 'u.s. 59'); ('border patrol station', 'farm-to-market road 2050'); ('border patrol station', 'white malibu sedan'); ('farm-to-market road 2050', 'u.s. 59'); ('u.s. 59', 'white malibu sedan')"
440,5,1,3,3,7,11,"('bruni', 'location'); ('farm-to-market road 2050', 'routes'); ('highway 16', 'routes'); ('houston', 'location'); ('san antonio', 'location')","('illegals', 'person')","('checkpoint', 'location'); ('illegal aliens', 'person'); ('vehicles', 'means_of_transportation')","('farm-to-market road 2050', 'highway 16'); ('highway 16', 'houston'); ('highway 16', 'san antonio')","('bruni', 'farm-to-market road 2050'); ('bruni', 'highway 16'); ('bruni', 'illegals'); ('farm-to-market road 2050', 'illegals'); ('highway 16', 'illegals'); ('houston', 'illegals'); ('illegals', 'san antonio')","('bruni', 'checkpoint'); ('bruni', 'illegal aliens'); ('bruni', 'vehicles'); ('checkpoint', 'illegal aliens'); ('checkpoint', 'vehicles'); ('farm-to-market road 2050', 'illegal aliens'); ('highway 16', 'illegal aliens'); ('houston', 'illegal aliens'); ('houston', 'san antonio'); ('illegal aliens', 'san antonio'); ('illegal aliens', 'vehicles')"
441,4,1,0,2,2,4,"('freer checkpoint', 'location'); ('hebbronville checkpoint', 'location'); ('u.s. 359', 'routes'); ('u.s. 59', 'routes')","('checkpoints', 'location')",,"('freer checkpoint', 'u.s. 59'); ('hebbronville checkpoint', 'u.s. 359')","('checkpoints', 'freer checkpoint'); ('checkpoints', 'hebbronville checkpoint')","('freer checkpoint', 'hebbronville checkpoint'); ('freer checkpoint', 'u.s. 359'); ('hebbronville checkpoint', 'u.s. 59'); ('u.s. 359', 'u.s. 59')"
442,2,0,0,1,0,0,"('black dodge truck', 'means_of_transportation'); ('white car', 'means_of_transportation')",,,"('black dodge truck', 'white car')",,
443,1,2,2,2,0,1,"('black truck', 'means_of_transportation')","('camper', 'means_of_transportation'); ('illegal aliens', 'smuggled_items')","('camper', 'location'); ('illegal aliens', 'person')","('black truck', 'camper'); ('black truck', 'illegal aliens')",,"('camper', 'illegal aliens')"
444,2,1,1,1,1,2,"('corinth, texas', 'location'); ('laredo', 'location')","('plate', 'smuggled_items')","('someone', 'person')","('corinth, texas', 'laredo')","('corinth, texas', 'plate')","('corinth, texas', 'someone'); ('laredo', 'someone')"
445,2,1,1,0,2,3,"('dallas, texas', 'location'); ('hertz dallas-fort worth', 'organization')","('rental car', 'means_of_transportation')","('second vehicle', 'means_of_transportation')",,"('dallas, texas', 'rental car'); ('hertz dallas-fort worth', 'rental car')","('dallas, texas', 'hertz dallas-fort worth'); ('dallas, texas', 'second vehicle'); ('hertz dallas-fort worth', 'second vehicle')"
446,1,0,0,0,0,0,"('white car', 'means_of_transportation')",,,,,
447,1,0,1,0,1,1,"('ricardo rodriguez', 'person')",,"('two individuals', 'person')",,"('ricardo rodriguez', 'ricardo rodriguez')","('ricardo rodriguez', 'two individuals')"
448,0,0,2,0,0,1,,,"('COUNTRY', 'LOCATION'); ('TRUNK PASSENGERS', 'PERSON')",,,"('COUNTRY', 'TRUNK PASSENGERS')"
449,3,0,1,2,1,4,"('black truck', 'means_of_transportation'); ('ricardo rodriguez', 'person'); ('white sedan', 'means_of_transportation')",,"('registered owner', 'person')","('black truck', 'ricardo rodriguez'); ('ricardo rodriguez', 'white sedan')","('ricardo rodriguez', 'ricardo rodriguez')","('black truck', 'registered owner'); ('black truck', 'white sedan'); ('registered owner', 'ricardo rodriguez'); ('registered owner', 'white sedan')"
450,3,0,2,2,0,8,"('defendant', 'person'); ('laredo, texas', 'location'); ('united states', 'location')",,"('child', 'person'); ('port of entry', 'location')","('defendant', 'laredo, texas'); ('defendant', 'united states')",,"('child', 'defendant'); ('child', 'laredo, texas'); ('child', 'port of entry'); ('child', 'united states'); ('defendant', 'port of entry'); ('laredo, texas', 'port of entry'); ('laredo, texas', 'united states'); ('port of entry', 'united states')"
451,3,1,2,3,0,7,"('child', 'person'); ('defendant', 'person'); ('texas', 'location')","('hospital', 'location')","('hospital', 'organization'); ('primary inspection', 'location')","('child', 'defendant'); ('child', 'hospital'); ('child', 'texas')",,"('child', 'primary inspection'); ('defendant', 'hospital'); ('defendant', 'primary inspection'); ('defendant', 'texas'); ('hospital', 'primary inspection'); ('hospital', 'texas'); ('primary inspection', 'texas')"
452,1,2,1,0,2,1,"('defendant', 'person')","('alien smuggling', 'smuggled_items'); ('i-h-35 border patrol checkpoint', 'location')","('ih-35', 'routes')",,"('alien smuggling', 'defendant'); ('defendant', 'i-h-35 border patrol checkpoint')","('defendant', 'ih-35')"
453,1,2,1,1,1,0,"('child's mother', 'person')","('aliens', 'person'); ('officer', 'person')","('aliens', 'smuggled_items')","('aliens', 'child's mother')","('child's mother', 'officer')",
454,3,0,0,0,1,2,"('baby', 'person'); ('defendant's sister', 'person'); ('mother-in-law', 'person')",,,,"('defendant's sister', 'mother-in-law')","('baby', 'defendant's sister'); ('baby', 'mother-in-law')"
455,3,0,0,2,0,0,"('child', 'person'); ('defendant', 'person'); ('united states', 'location')",,,"('child', 'defendant'); ('child', 'united states')",,
456,1,3,1,0,2,1,"('child's real mother', 'person')","('defendant', 'person'); ('mexican birth certificate', 'smuggled_items'); ('port of entry', 'location')","('defendant's sister', 'person')",,"('child's real mother', 'mexican birth certificate'); ('child's real mother', 'port of entry')","('child's real mother', 'defendant's sister')"
457,2,1,1,1,1,2,"('mexico', 'location'); ('rojas-mendoza', 'person')","('unknown person', 'person')","('illegal aliens', 'smuggled_items')","('mexico', 'rojas-mendoza')","('rojas-mendoza', 'unknown person')","('illegal aliens', 'mexico'); ('illegal aliens', 'rojas-mendoza')"
458,2,2,1,0,3,3,"('houston', 'location'); ('south texas', 'location')","('chevy tahoe', 'means_of_transportation'); ('traveler', 'person')","('stolen chevy tahoe', 'means_of_transportation')",,"('chevy tahoe', 'traveler'); ('houston', 'traveler'); ('south texas', 'traveler')","('houston', 'south texas'); ('houston', 'stolen chevy tahoe'); ('south texas', 'stolen chevy tahoe')"
459,3,1,4,3,1,2,"('aliens', 'person'); ('rojas-mendoza', 'person'); ('tahoe', 'means_of_transportation')","('dirt road', 'routes')","('dirt road', 'location'); ('guides', 'person'); ('motel', 'location'); ('unknown person', 'person')","('aliens', 'dirt road'); ('aliens', 'tahoe'); ('rojas-mendoza', 'tahoe')","('aliens', 'rojas-mendoza')","('aliens', 'guides'); ('tahoe', 'unknown person')"
460,3,0,1,2,1,1,"('aliens', 'person'); ('rojas-mendoza', 'person'); ('vehicle', 'means_of_transportation')",,"('driver', 'person')","('aliens', 'vehicle'); ('rojas-mendoza', 'vehicle')","('aliens', 'rojas-mendoza')","('driver', 'vehicle')"
461,1,0,1,0,1,1,"('tahoe', 'means_of_transportation')",,"('people', 'person')",,"('person', 'tahoe')","('people', 'tahoe')"
462,7,1,2,5,1,4,"('aliens', 'person'); ('driver', 'person'); ('guides', 'person'); ('hotel', 'location'); ('houston', 'location'); ('rojas-mendoza', 'person'); ('south texas', 'location')","('vehicle', 'means_of_transportation')","('co-conspirator', 'person'); ('u.s.', 'location')","('aliens', 'rojas-mendoza'); ('driver', 'rojas-mendoza'); ('guides', 'rojas-mendoza'); ('hotel', 'rojas-mendoza'); ('houston', 'rojas-mendoza')","('rojas-mendoza', 'vehicle')","('aliens', 'guides'); ('co-conspirator', 'rojas-mendoza'); ('rojas-mendoza', 'south texas'); ('rojas-mendoza', 'u.s.')"
463,2,1,2,0,2,3,"('laredo, texas', 'location'); ('tractor-trailer', 'means_of_transportation')","('all ende-garcia', 'person')","('allende-garcia', 'person'); ('border patrol checkpoint', 'location')",,"('all ende-garcia', 'laredo, texas'); ('all ende-garcia', 'tractor-trailer')","('allende-garcia', 'border patrol checkpoint'); ('allende-garcia', 'tractor-trailer'); ('border patrol checkpoint', 'laredo, texas')"
464,2,1,0,1,1,0,"('border patrol agents', 'person'); ('men', 'person')","('windjammer', 'means_of_transportation')",,"('border patrol agents', 'men')","('border patrol agents', 'windjammer')",
465,1,2,1,0,2,1,"('united states', 'location')","('mexicans', 'person'); ('the men', 'person')","('men', 'person')",,"('mexicans', 'the men'); ('the men', 'united states')","('men', 'united states')"
466,3,0,0,2,0,0,"('agent', 'person'); ('aliens', 'person'); ('truck', 'means_of_transportation')",,,"('agent', 'aliens'); ('aliens', 'truck')",,
467,2,1,0,0,2,1,"('carlos mario hernandez-lopez', 'person'); ('maria guadalupe martinez-garcia', 'person')","('aliens', 'person')",,,"('aliens', 'carlos mario hernandez-lopez'); ('aliens', 'maria guadalupe martinez-garcia')","('carlos mario hernandez-lopez', 'maria guadalupe martinez-garcia')"
468,4,1,0,3,1,1,"('hernandez-lopez', 'person'); ('mexico', 'location'); ('united states', 'location'); ('unnamed person', 'person')","('5,000 pesos', 'smuggled_items')",,"('hernandez-lopez', 'mexico'); ('hernandez-lopez', 'united states'); ('hernandez-lopez', 'unnamed person')","('5,000 pesos', 'hernandez-lopez')","('mexico', 'unnamed person')"
469,3,0,2,1,1,3,"('aliens', 'person'); ('rio grande', 'location'); ('united states', 'location')",,"('other people', 'person'); ('raft', 'means_of_transportation')","('aliens', 'united states')","('aliens', 'rio grande')","('aliens', 'other people'); ('aliens', 'raft'); ('raft', 'rio grande')"
470,3,2,5,1,6,6,"('car', 'means_of_transportation'); ('hernandez-lopez', 'person'); ('martinez-garcia', 'person')","('allande-garcia', 'person'); ('person', 'person')","('allende-garcia', 'person'); ('house', 'location'); ('man', 'person'); ('truck', 'means_of_transportation'); ('woman', 'person')","('hernandez-lopez', 'martinez-garcia')","('allande-garcia', 'car'); ('allande-garcia', 'hernandez-lopez'); ('allande-garcia', 'martinez-garcia'); ('car', 'car'); ('car', 'hernandez-lopez'); ('car', 'martinez-garcia')","('allende-garcia', 'truck'); ('car', 'house'); ('car', 'man'); ('car', 'woman'); ('hernandez-lopez', 'man'); ('hernandez-lopez', 'woman')"
471,1,2,0,0,2,0,"('aliens', 'person')","('blanket', 'smuggled_items'); ('sleeper compartment', 'location')",,,"('aliens', 'blanket'); ('aliens', 'sleeper compartment')",
472,0,3,3,1,2,2,,"('driver's side door', 'location'); ('hernandez-lopez', 'm'); ('martinez-garcia', 'm')","('hernandez-lopez', 'person'); ('man', 'person'); ('martinez-garcia', 'person')","('hernandez-lopez', 'martinez-garcia')","('driver's side door', 'hernandez-lopez'); ('driver's side door', 'martinez-garcia')","('hernandez-lopez', 'man'); ('man', 'martinez-garcia')"
473,2,0,0,1,0,0,"('aliens', 'person'); ('allende-garcia', 'person')",,,"('aliens', 'allende-garcia')",,
474,2,1,2,1,1,3,"('aliens', 'person'); ('border patrol agent', 'person')","('sleeper compartment', 'means_of_transportation')","('checkpoint', 'location'); ('truck', 'means_of_transportation')","('aliens', 'border patrol agent')","('aliens', 'sleeper compartment')","('aliens', 'truck'); ('border patrol agent', 'checkpoint'); ('checkpoint', 'truck')"
475,1,2,1,0,5,1,"('allende-garcia', 'person')","('sleeper compartment', 'means_of_transportation'); ('windjammer', 'means_of_transportation')","('aliens', 'person')",,"('aliens', 'sleeper compartment'); ('aliens', 'windjammer'); ('allende-garcia', 'sleeper compartment'); ('allende-garcia', 'windjammer'); ('sleeper compartment', 'windjammer')","('aliens', 'allende-garcia')"
476,5,1,2,0,5,6,"('aliens', 'person'); ('allende-garcia', 'person'); ('house', 'location'); ('raft', 'means_of_transportation'); ('truck', 'means_of_transportation')","('car', 'means_of_transportation')","('cars', 'means_of_transportation'); ('smuggling network', 'organization')",,"('aliens', 'allende-garcia'); ('allende-garcia', 'car'); ('allende-garcia', 'house'); ('allende-garcia', 'raft'); ('allende-garcia', 'truck')","('aliens', 'cars'); ('aliens', 'house'); ('aliens', 'raft'); ('aliens', 'smuggling network'); ('aliens', 'truck'); ('allende-garcia', 'smuggling network')"
477,3,0,0,2,0,1,"('fernando munoz-martinez', 'person'); ('interstate 35', 'routes'); ('pickup-truck', 'means_of_transportation')",,,"('fernando munoz-martinez', 'interstate 35'); ('fernando munoz-martinez', 'pickup-truck')",,"('interstate 35', 'pickup-truck')"
478,3,0,0,1,0,1,"('artesia wells, texas', 'location'); ('highway 133', 'routes'); ('pickup-truck', 'means_of_transportation')",,,"('highway 133', 'pickup-truck')",,"('artesia wells, texas', 'pickup-truck')"
