Sr.No.,Input_Text,TP_ent,FP_ent,FN_ent,TP_rel,FP_rel,FN_rel,TP_ent_pairs,FP_ent_pairs,FN_ent_pairs,TP_rel_pairs,FP_rel_pairs,FN_rel_pairs
448,The trunk passengers also admitted that they were in the country illegally,1,0,1,0,0,1,"('trunk passengers', 'person')",,"('country', 'location')",,,"('trunk passengers', 'country')"
449,"the black truck's registered owner and the driver of the white sedan, Ricardo Rodriguez, had the same last name—Rodriguez",3,0,1,2,0,4,"('black truck', 'means_of_transportation'); ('ricardo rodriguez', 'person'); ('white sedan', 'means_of_transportation')",,"('registered owner', 'person')","('ricardo rodriguez', 'black truck'); ('ricardo rodriguez', 'white sedan')",,"('black truck', 'white sedan'); ('registered owner', 'black truck'); ('registered owner', 'ricardo rodriguez'); ('registered owner', 'white sedan')"
450,"On April 18, 2010, at approximately 12:02 a.m., Defendant, along with a two year old child, attempted to gain entry into the United States at the port of entry in Laredo, Texas",2,0,3,1,0,9,"('defendant', 'person'); ('laredo, texas', 'location')",,"('child', 'person'); ('port of entry', 'location'); ('united states', 'location')","('defendant', 'laredo, texas')",,"('child', 'laredo, texas'); ('child', 'port of entry'); ('child', 'united states'); ('defendant', 'child'); ('defendant', 'port of entry'); ('defendant', 'united states'); ('port of entry', 'laredo, texas'); ('united states', 'laredo, texas'); ('united states', 'port of entry')"
451,"At primary inspection, Defendant presented inadequate documentation regarding the child's citizenship, showing only a Texas immunization record and a Congratulations note from the hospital where the child was born",2,0,3,1,0,9,"('defendant', 'person'); ('texas', 'location')",,"('child', 'person'); ('hospital', 'organization'); ('primary inspection', 'location')","('defendant', 'texas')",,"('child', 'hospital'); ('child', 'primary inspection'); ('child', 'texas'); ('defendant', 'child'); ('defendant', 'hospital'); ('defendant', 'primary inspection'); ('primary inspection', 'hospital'); ('primary inspection', 'texas'); ('texas', 'hospital')"
452,"he queried Defendant's name through a computer database and learned that Defendant had been apprehended on April 16, 2010 at the IH-35 Border Patrol checkpoint for alien smuggling",2,0,0,1,0,0,"('defendant', 'person'); ('ih-35', 'routes')",,,"('defendant', 'ih-35')",,
453,"when he queried the child's mother's name, the officer noted that she had been apprehended for smuggling aliens in 2009",1,0,1,0,0,1,"('aliens', 'smuggled_items')",,"(""child's mother"", 'person')",,,"(""child's mother"", 'aliens')"
454,"during that incident, Defendant's sister had a baby that was supposedly turned over to a mother-in-law",1,1,2,0,0,2,"('mother-in-law', 'person')","('defendant', 'person')","('baby', 'person'); (""defendant's sister"", 'person')",,,"('baby', 'mother-in-law'); (""defendant's sister"", 'baby')"
455,Defendant then confirmed that the child was not a United States citizen,2,0,1,0,1,2,"('defendant', 'person'); ('united states', 'location')",,"('child', 'person')",,"('defendant', 'united states')","('child', 'united states'); ('defendant', 'child')"
456,"A few minutes later, at approximately 3:30 a.m., the child's real mother, who was not Defendant's sister, arrived at the port of entry with a Mexican birth certificate",0,1,2,0,0,1,,"('defendant', 'person')","(""child's real mother"", 'person'); (""defendant's sister"", 'person')",,,"(""child's real mother"", ""defendant's sister"")"
457,Rojas-Mendoza agreed to help an unknown person smuggle illegal aliens from Mexico,3,1,0,2,2,1,"('illegal aliens', 'smuggled_items'); ('mexico', 'location'); ('rojas-mendoza', 'person')","('unknown person', 'person')",,"('illegal aliens', 'mexico'); ('rojas-mendoza', 'illegal aliens')","('rojas-mendoza', 'unknown person'); ('unknown person', 'illegal aliens')","('rojas-mendoza', 'mexico')"
458,He traveled with that person from Houston to South Texas in a stolen Chevy Tahoe,2,2,1,0,3,3,"('houston', 'location'); ('south texas', 'location')","('chevy tahoe', 'means_of_transportation'); ('he', 'person')","('stolen chevy tahoe', 'means_of_transportation')",,"('he', 'chevy tahoe'); ('he', 'houston'); ('he', 'south texas')","('houston', 'south texas'); ('stolen chevy tahoe', 'houston'); ('stolen chevy tahoe', 'south texas')"
459,"After staying at a motel, they met eight aliens with their guides on a dirt road at 4:00 a.m; all eight were placed into the cargo area of the Tahoe, with Rojas-Mendoza in the front passenger seat and the unknown person driving",3,2,4,3,3,2,"('rojas-mendoza', 'person'); ('tahoe', 'means_of_transportation'); ('unknown person', 'person')","('aliens', 'smuggled_items'); ('dirt road', 'routes')","('aliens', 'person'); ('dirt road', 'location'); ('guides', 'person'); ('motel', 'location')","('aliens', 'dirt road'); ('rojas-mendoza', 'tahoe'); ('unknown person', 'tahoe')","('rojas-mendoza', 'aliens'); ('tahoe', 'dirt road'); ('unknown person', 'aliens')","('aliens', 'guides'); ('aliens', 'tahoe')"
460,"The vehicle had rolled over several times; five of the aliens as well as Rojas-Mendoza were badly injured, two aliens were dead, and the driver could not be found",2,1,2,0,3,3,"('rojas-mendoza', 'person'); ('vehicle', 'means_of_transportation')","('aliens', 'smuggled_items')","('aliens', 'person'); ('driver', 'person')",,"('aliens', 'vehicle'); ('rojas-mendoza', 'aliens'); ('rojas-mendoza', 'vehicle')","('vehicle', 'aliens'); ('vehicle', 'driver'); ('vehicle', 'rojas-mendoza')"
461,placing eight people in the cargo area of a Tahoe with its seats removed,1,0,1,0,1,1,"('tahoe', 'means_of_transportation')",,"('people', 'person')",,"('tahoe', 'people')","('people', 'tahoe')"
462,"Rojas-Mendoza joined the conspiracy to smuggle aliens into the U.S., accompanied his co-conspirator from Houston to South Texas, stayed with him in a hotel, picked up the aliens from the guides, accompanied the driver in the front passenger seat while the aliens were in the cargo area, and was to receive compensation for his assistance with the conspiracy",3,1,6,3,0,6,"('houston', 'location'); ('rojas-mendoza', 'person'); ('south texas', 'location')","('aliens', 'smuggled_items')","('aliens', 'person'); ('co-conspirator', 'person'); ('driver', 'person'); ('guides', 'person'); ('hotel', 'location'); ('u.s.', 'location')","('rojas-mendoza', 'aliens'); ('rojas-mendoza', 'houston'); ('rojas-mendoza', 'south texas')",,"('aliens', 'guides'); ('rojas-mendoza', 'co-conspirator'); ('rojas-mendoza', 'driver'); ('rojas-mendoza', 'guides'); ('rojas-mendoza', 'hotel'); ('rojas-mendoza', 'u.s.')"
463,"In October 2008, Allende-Garcia drove a tractor-trailer into the inspection lane at the Border Patrol checkpoint north of Laredo, Texas",3,0,1,1,2,2,"('allende-garcia', 'person'); ('laredo, texas', 'location'); ('tractor-trailer', 'means_of_transportation')",,"('border patrol checkpoint', 'location')","('allende-garcia', 'tractor-trailer')","('allende-garcia', 'laredo, texas'); ('tractor-trailer', 'laredo, texas')","('allende-garcia', 'border patrol checkpoint'); ('border patrol checkpoint', 'laredo, texas')"
464,Border Patrol agents discovered three men hiding in the windjammer,1,2,1,0,3,1,"('border patrol agents', 'person')","('three men', 'person'); ('windjammer', 'means_of_transportation')","('men', 'person')",,"('border patrol agents', 'three men'); ('border patrol agents', 'windjammer'); ('three men', 'windjammer')","('border patrol agents', 'men')"
465,The men revealed that they were Mexicans who had come illegally into the United States,1,1,1,0,1,1,"('united states', 'location')","('mexicans', 'person')","('men', 'person')",,"('mexicans', 'united states')","('men', 'united states')"
466,"Several hours later, an agent discovered four more aliens hiding in the cab of the truck, two men and two women",2,1,1,2,1,0,"('agent', 'person'); ('truck', 'means_of_transportation')","('aliens', 'smuggled_items')","('aliens', 'person')","('agent', 'aliens'); ('aliens', 'truck')","('agent', 'truck')",
467,"Two of the aliens, Carlos Mario Hernandez-Lopez and his common-law wife, Maria Guadalupe Martinez-Garcia, were retained as witnesses",2,0,0,0,0,1,"('carlos mario hernandez-lopez', 'person'); ('maria guadalupe martinez-garcia', 'person')",,,,,"('carlos mario hernandez-lopez', 'maria guadalupe martinez-garcia')"
468,"Hernandez-Lopez explained that he had first paid 5,000 pesos to an unnamed person in Mexico, and expected to send another payment of $2,000 to Mexico after arrival at their destination in the United States",3,0,1,2,1,2,"('hernandez-lopez', 'person'); ('mexico', 'location'); ('united states', 'location')",,"('unnamed person', 'person')","('hernandez-lopez', 'mexico'); ('hernandez-lopez', 'united states')","('mexico', 'united states')","('hernandez-lopez', 'unnamed person'); ('unnamed person', 'mexico')"
469,The two aliens were taken across the Rio Grande on a raft into the United States with several other people,3,4,2,1,6,3,"('raft', 'means_of_transportation'); ('rio grande', 'location'); ('united states', 'location')","('several other people', 'person'); ('several other people', 'smuggled_items'); ('two aliens', 'person'); ('two aliens', 'smuggled_items')","('aliens', 'person'); ('other people', 'person')","('raft', 'rio grande')","('several other people', 'raft'); ('several other people', 'rio grande'); ('several other people', 'united states'); ('two aliens', 'raft'); ('two aliens', 'rio grande'); ('two aliens', 'united states')","('aliens', 'other people'); ('aliens', 'raft'); ('aliens', 'united states')"
470,"From the house, they were then taken via car to pick up two more people, the man and woman who were eventually found with Hernandez-Lopez and Martinez-Garcia in the cab of Allende-Garcia's truck, and all four people were transferred to another car",7,0,1,3,9,4,"('allende-garcia', 'person'); ('car', 'means_of_transportation'); ('hernandez-lopez', 'person'); ('man', 'person'); ('martinez-garcia', 'person'); ('truck', 'means_of_transportation'); ('woman', 'person')",,"('house', 'location')","('hernandez-lopez', 'martinez-garcia'); ('man', 'car'); ('woman', 'car')","('hernandez-lopez', 'allende-garcia'); ('hernandez-lopez', 'car'); ('hernandez-lopez', 'truck'); ('man', 'truck'); ('man', 'woman'); ('martinez-garcia', 'allende-garcia'); ('martinez-garcia', 'car'); ('martinez-garcia', 'truck'); ('woman', 'truck')","('house', 'car'); ('man', 'hernandez-lopez'); ('truck', 'allende-garcia'); ('woman', 'hernandez-lopez')"
471,The four aliens entered the cab and hid under a blanket in the sleeper compartment,0,2,1,0,1,0,,"('aliens', 'smuggled_items'); ('cab', 'means_of_transportation')","('aliens', 'person')",,"('aliens', 'cab')",
472,"When Hernandez-Lopez and Martinez-Garcia entered through the driver's side door, they saw a man sitting in the passenger seat",2,0,1,1,0,2,"('hernandez-lopez', 'person'); ('martinez-garcia', 'person')",,"('man', 'person')","('hernandez-lopez', 'martinez-garcia')",,"('hernandez-lopez', 'man'); ('martinez-garcia', 'man')"
473,Both aliens identified the man as Allende-Garcia,1,0,1,0,0,1,"('allende-garcia', 'person')",,"('aliens', 'person')",,,"('aliens', 'allende-garcia')"
474,"Once the truck arrived at the checkpoint, the four aliens lay in the sleeper compartment for several hours before being discovered by a Border Patrol agent",2,1,2,2,1,2,"('border patrol agent', 'person'); ('truck', 'means_of_transportation')","('aliens', 'smuggled_items')","('aliens', 'person'); ('checkpoint', 'location')","('aliens', 'truck'); ('border patrol agent', 'aliens')","('border patrol agent', 'truck')","('border patrol agent', 'checkpoint'); ('truck', 'checkpoint')"
475,"Allende-Garcia had transported seven aliens: three in the windjammer, and four in the sleeper compartment",1,3,1,1,4,0,"('allende-garcia', 'person')","('aliens', 'smuggled_items'); ('sleeper compartment', 'means_of_transportation'); ('windjammer', 'means_of_transportation')","('aliens', 'person')","('allende-garcia', 'aliens')","('allende-garcia', 'sleeper compartment'); ('allende-garcia', 'windjammer'); ('sleeper compartment', 'aliens'); ('windjammer', 'aliens')",
476,"The coordination and planning that was required for transporting a number of aliens, using a raft, a house, two cars, and a truck, could lead a reasonable jury to infer that a smuggling network was moving the aliens, and that Allende-Garcia participated in that network",5,1,2,0,9,6,"('allende-garcia', 'person'); ('cars', 'means_of_transportation'); ('house', 'location'); ('raft', 'means_of_transportation'); ('truck', 'means_of_transportation')","('aliens', 'smuggled_items')","('aliens', 'person'); ('smuggling network', 'organization')",,"('allende-garcia', 'aliens'); ('allende-garcia', 'cars'); ('allende-garcia', 'house'); ('allende-garcia', 'raft'); ('allende-garcia', 'truck'); ('cars', 'aliens'); ('house', 'aliens'); ('raft', 'aliens'); ('truck', 'aliens')","('aliens', 'cars'); ('aliens', 'house'); ('aliens', 'raft'); ('aliens', 'truck'); ('allende-garcia', 'smuggling network'); ('smuggling network', 'aliens')"
477,"On the evening of December 2, 2009, Fernando Munoz-Martinez was driving a pickup-truck south on Interstate 35",3,0,0,3,0,0,"('fernando munoz-martinez', 'person'); ('interstate 35', 'routes'); ('pickup-truck', 'means_of_transportation')",,,"('fernando munoz-martinez', 'interstate 35'); ('fernando munoz-martinez', 'pickup-truck'); ('pickup-truck', 'interstate 35')",,
478,"Near Artesia Wells, Texas, a pickup-truck exited onto Highway 133",3,0,0,2,1,0,"('artesia wells, texas', 'location'); ('highway 133', 'routes'); ('pickup-truck', 'means_of_transportation')",,,"('pickup-truck', 'artesia wells, texas'); ('pickup-truck', 'highway 133')","('artesia wells, texas', 'highway 133')",
479,"Ten to 15 minutes later, the same truck returned onto I-35 and head north",2,0,0,1,0,0,"('i-35', 'routes'); ('truck', 'means_of_transportation')",,,"('truck', 'i-35')",,
